user,created_at,text
astrid_jovanka,Sat Oct 21 10:28:49 +0000 2017,At Uti House [pic] ? https://t.co/P399ExjgbJ
NhuryBeatjunk,Sat Oct 21 10:28:35 +0000 2017,At @srg_ap1 ? https://t.co/7FHGADcKvi
iphanhutahaean,Sat Oct 21 10:26:32 +0000 2017,With Dionysius at RS. St. ELIZABETH Semarang [pic] ? https://t.co/PmdZNYF5eD
astrid_ratna,Sat Oct 21 10:20:54 +0000 2017,"With Bu Vix......arisan soksialitaaaahhh
#ngGergajian
#arisankitaaaaah @ Bigbox one stop? https://t.co/Hp65jHTJfV"
melatikusdew,Sat Oct 21 10:18:38 +0000 2017,Yaahh udah mau malem minggu aja ni
RiekeFadhila,Sat Oct 21 10:10:16 +0000 2017,With Ahmat at Anjungan wisata bandara Ahmad Yani ? https://t.co/LVFQKJkrwD
LilaHazhiya,Sat Oct 21 10:09:01 +0000 2017,At Hotel Ciputra ? https://t.co/5wrSSCKvUp
mimohmimoh,Sat Oct 21 10:01:39 +0000 2017,"ratnasinthia hey kau nan jauh disana, we miss you ?? @ Asrama Putri? https://t.co/trMV5xMCd3"
aemansur,Sat Oct 21 09:40:10 +0000 2017,Baru saja mengirim foto @ MG SETOS HOTEL https://t.co/6m7ytFJY8O
suAdell,Sat Oct 21 09:35:03 +0000 2017,Skya ? &amp; Kian ?. Cukup skyan dan terimakasih.. ??? sintha_ayu? https://t.co/pceXSsqFnD
abednego07,Sat Oct 21 09:33:00 +0000 2017,Playlist lagu operasional hari ini sengaja memilih lagu tembang kenangan dari mas billy joe? https://t.co/O3HuPjeCMk
nand_roo,Sat Oct 21 09:28:09 +0000 2017,"Mandiri Karnaval, Employee Happy Day? #MandiriEmployeeDay #mandirians? https://t.co/pfgm9Uk3Nr"
medina_sf,Sat Oct 21 09:24:40 +0000 2017,At @twitusm [vid] ? https://t.co/Fi6tjnN0Cr
Esa920606,Sat Oct 21 09:22:17 +0000 2017,Karena tidak ada yang dipeluk jadi meluk boneka aja yang bisa dipeluk hahaha ?? @ House Of? https://t.co/YH6mc7gLTk
medina_sf,Sat Oct 21 09:19:48 +0000 2017,At @twitusm [pic] ? https://t.co/secrjSa2T2
medina_sf,Sat Oct 21 09:19:46 +0000 2017,At @twitusm [vid] ? https://t.co/9PafjPrcHE
musik_point,Sat Oct 21 09:15:36 +0000 2017,"Redih gitar boobok
#limitedstock
Original #guitarpoint 
.
Idr:? https://t.co/vRPd8NxG5a"
musik_point,Sat Oct 21 09:14:03 +0000 2017,"Redih gitar boobok
#limitedstock
Original #guitarpoint 
.
Idr:? https://t.co/tMXlQ3sGkC"
musik_point,Sat Oct 21 09:13:11 +0000 2017,"Redih gitar boobok
#limitedstock
Original #guitarpoint 
.
Idr:? https://t.co/pSaquEbwPU"
musik_point,Sat Oct 21 09:12:42 +0000 2017,"Redih gitar boobok
#limitedstock
Original #guitarpoint 
.
Idr:? https://t.co/OQyejYebJH"
musik_point,Sat Oct 21 09:11:08 +0000 2017,"Redih gitar boobok
#limitedstock
Original #guitarpoint 
.
Idr:? https://t.co/3p6e7wRZoB"
naaprilianti,Sat Oct 21 09:08:21 +0000 2017,At @srg_ap1 ? https://t.co/iqSXiquz4T
fadhil_gaza,Sat Oct 21 09:03:59 +0000 2017,At Ballroom UTC [pic] ? https://t.co/M1ycnoCpOi
musik_point,Sat Oct 21 09:02:01 +0000 2017,Just posted a photo @ MUSIC POINT https://t.co/uXmOHxomhU
fenisukoco,Sat Oct 21 08:59:42 +0000 2017,"I love this shake ??
.
.
.
#fenipregnant_story 
#dietbumil 
#dietmulaibesok 
#dietsemarang? https://t.co/5KvM9HJvHU"
ihsannurhadi,Sat Oct 21 08:59:04 +0000 2017,"One Sunny Day at Guangzhou Temple ?? (wkwk ga deng)
?
The Sam Poo Kong Temple, also known as? https://t.co/sKoU3cFVoz"
egijuniar07,Sat Oct 21 08:56:39 +0000 2017,"Mandiri Karnaval Semarang ?
#mandirian @ Semarang jawa tengah https://t.co/wUz51hADyO"
vithasyarii,Sat Oct 21 08:51:40 +0000 2017,With Siti  at @clsemarang ? https://t.co/VskkzT4bIx
astrid_ratna,Sat Oct 21 08:49:24 +0000 2017,"Ternyata uban ngga bisa ditutupi......hahahahahaha
#westuwo
#senyuminajah 
#kalemTid @ Bigbox? https://t.co/U37XXEBXDm"
melindaafn,Sat Oct 21 08:45:10 +0000 2017,With Fenty Dwi at Hotel Pantes By CityOne Semarang ? https://t.co/WkacYrRMHT
anggarinzanie,Sat Oct 21 08:22:51 +0000 2017,"Ingatkah Kita by The Potters (with Kiki The Potters, Abed, and Niko at RRI Semarang) ? https://t.co/UcjpTSMUvQ"
aburamiza,Sat Oct 21 08:21:12 +0000 2017,"Mendidik Anak adalah Jihad 
#anak #mendidikanak #jihad @ Karangmanyar, Kalimanah, Purbalingga,? https://t.co/jPIwhp4Z15"
AndovidaLopez,Sat Oct 21 08:09:24 +0000 2017,Thank you FEB UNDIP Semarang for inviting me as a representative from #SkinnyIndonesian24 to? https://t.co/oUs4E22upn
anitastyaningrm,Sat Oct 21 08:07:20 +0000 2017,At AIRA Skin Clinic ? https://t.co/ltRQ4vljzh
mayrinashima,Sat Oct 21 08:05:50 +0000 2017,At Museum Ronggowarsito [pic] ? https://t.co/fGip2Id5l3
isharliz,Sat Oct 21 08:05:11 +0000 2017,"With Kereta at ""Supercars"" [pic] ? https://t.co/I46pR0YZrK"
Ningnining94,Sat Oct 21 07:59:52 +0000 2017,At Pasar Swalayan ADA ? https://t.co/T7f1017uH5
aninditakumalan,Sat Oct 21 07:59:36 +0000 2017,At Solchic Tembalang ? https://t.co/iOIRrTqXpg
DyrianaBakery,Sat Oct 21 07:58:53 +0000 2017,"Selamat sore sahabat Dyriana bakery&amp;cafe. Ada menu masakan baru dari kami, ?Terong Crispy? https://t.co/Afby8PZHcr"
NanieeWidya,Sat Oct 21 07:52:44 +0000 2017,"Nggeprek sore2.....
@upload_kompakan #uploadkompakan#ukkeluargabarukmb#ayamgeprek#ayampedes @? https://t.co/2RYT7Hskr9"
megaadeliam,Sat Oct 21 07:49:56 +0000 2017,At @santikahotels ? https://t.co/pbrZ3tnOwM
chilla_0401,Sat Oct 21 07:44:32 +0000 2017,"Nemenin yg minggu depan statusnya udah berubah
Ngilangin stress? https://t.co/6AKTPxLU89"
nandadest,Sat Oct 21 07:43:03 +0000 2017,Happy Saturday ?? @ Lawang Sewu Semarang https://t.co/1MjIF5tdvo
abramarry,Sat Oct 21 07:27:39 +0000 2017,"tadi malem pas perform di acara ""Become a Friend"" bersama? https://t.co/1qqooLIDG3"
rizachakartika,Sat Oct 21 07:26:51 +0000 2017,"Dikira sombong, ternyata ramah banget ?
#andovidalopez @ Bandara International Ahmad Yani Semarang https://t.co/3onXzEkbUV"
uLfapetaLs,Sat Oct 21 07:25:01 +0000 2017,"?In the end, only three things matter: How much you loved, how gently you lived, and how? https://t.co/CKVwu3mVor"
LelenKurnia,Sat Oct 21 07:23:59 +0000 2017,At @srg_ap1 ? https://t.co/abLQoc6K8X
Derry_Fahrizal,Sat Oct 21 07:17:02 +0000 2017,"Setiap masa ada pemimpinnya, setiap pemimpin ada masanya...

#yukdukung 

?: @syamimdzdini @? https://t.co/kaYg2vM2mU"
DyrianaBakery,Sat Oct 21 07:15:41 +0000 2017,"Selamat siang sahabat Dyriana bakery&amp;cafe. Ada menu masakan baru dari kami, ?Terong Crispy? https://t.co/e1RRPi4zbv"
M3I_L1NA,Sat Oct 21 07:13:43 +0000 2017,At Jl Kendeng Barat 3 [pic] ? https://t.co/B590gPm61n
liestianti18,Sat Oct 21 07:00:15 +0000 2017,Just posted a photo @ Sam Poo Koong https://t.co/THkX30sCWE
Ningnining94,Sat Oct 21 06:47:27 +0000 2017,At RS William Booth ? https://t.co/68JV21j8Wx
vhieya_Ordinary,Sat Oct 21 06:44:23 +0000 2017,"Mari di Order Kemeja dan Kaos Xpander nya ..  Murah aja ..
nunggu? https://t.co/L5bMZ1LCDD"
Vonnyolabelia,Sat Oct 21 06:42:46 +0000 2017,At Soto Ayam &amp; Ayam Goreng Bangkong ? https://t.co/XVRQUHASQo
virusli,Sat Oct 21 06:42:35 +0000 2017,It was indeed a really fun time with dbsbankid earlier today. We didn?t expect the respected? https://t.co/MvXabu8ekm
SemarangID,Sat Oct 21 06:40:47 +0000 2017,"clear sky -&gt; light rain
temperature up 31?C -&gt; 32?C
humidity up 67% -&gt; 68%"
Yerixx_,Sat Oct 21 06:40:46 +0000 2017,Masih kerjaanya widdalaila . @ Ma'had Walisongo https://t.co/BZi6bynI7M
Aminahsiti192A,Sat Oct 21 06:19:19 +0000 2017,"Temenan yang tadinya masih blepotan belum ngerti makeup, Yang belum? https://t.co/AkXrUN2bdi"
Aminahsiti192A,Sat Oct 21 06:19:19 +0000 2017,"Temenan yang tadinya masih blepotan belum ngerti makeup, Yang belum? https://t.co/AkXrUN2bdi"
Rara_IQ,Sat Oct 21 06:13:13 +0000 2017,"With rida, sassa, and 3 others at @Gelato Matteo [pic] ? https://t.co/ydVUPuFJAc"
FajarSatriyono_,Sat Oct 21 06:03:45 +0000 2017,Panas yaa. Hmm
opa_rofa,Sat Oct 21 06:00:46 +0000 2017,At SMP Pangudi Luhur Domenico Savio ? https://t.co/rCziIuha6W
astrid_jovanka,Sat Oct 21 06:00:03 +0000 2017,"With Tegar, adhi, and 28 others at E-Plaza [pic] ? https://t.co/RUlAHwu9Io"
RaRatihSamboja,Sat Oct 21 05:58:16 +0000 2017,Diet pake ice cream yuk ? klik link https://t.co/aMyzyxIWCc yaa ?#ahligizi #herbalifelombok? https://t.co/56KeW6OI5h
charlienyaxl,Sat Oct 21 05:53:36 +0000 2017,With Charles R Pattipeilohy and Teresa at Kampung Djawa Sekatul [pic] ? https://t.co/gtqMR6faYJ
ayudyaSD,Sat Oct 21 05:50:52 +0000 2017,At @transmartcarre4 ? https://t.co/Fz0GpUazkC
indahrafi3,Sat Oct 21 05:49:19 +0000 2017,With Luqman at GOR Universitas PGRI Semarang ? https://t.co/uvsiMxUosG
medina_sf,Sat Oct 21 05:33:13 +0000 2017,? @ Universitas Semarang https://t.co/jCxuZCmU7l
medina_sf,Sat Oct 21 05:32:10 +0000 2017,Baru saja mengirim foto @ Universitas Semarang https://t.co/Zo2s6c9TKY
ayi_kenz,Sat Oct 21 05:20:06 +0000 2017,Polimer X DONE @ Kenzi Community https://t.co/rNnmL81DXz
Ummiex,Sat Oct 21 05:16:00 +0000 2017,Kegalauan karena ga dapet id card bus tingkat ? @ Jl.Kawi https://t.co/EznBSk3L9a
melatikusdew,Sat Oct 21 04:38:17 +0000 2017,Emang kowe ki raktau ngerti nek ditunggoni.
tomhankz,Sat Oct 21 04:36:53 +0000 2017,At @kai121 ? https://t.co/pBLEWKOK4K
SemarangID,Sat Oct 21 04:22:38 +0000 2017,"current weather in Semarang: clear sky, 31?C
67% humidity, wind 1kmh, pressure 977mb"
herymilanello88,Sat Oct 21 04:20:00 +0000 2017,"Hari Agraria Nasional ke 57
.
#hutagraria57 #biduandangdut #dillanamanya @ BPN Kanwil Prop Jateng https://t.co/BmOi8Sit5W"
Gie_Galih,Sat Oct 21 04:15:16 +0000 2017,Happy goes to wedding my beautiful and the bestest emak ulfameistiyani sakinah mawaddah wa? https://t.co/85vfRGxgDd
Atsuko_Tutik,Sat Oct 21 03:44:16 +0000 2017,Bersyukur....?? https://t.co/rL7b985r6t
leksonoaji,Sat Oct 21 03:43:30 +0000 2017,"_________________
TIDAK PERLU CAPTION
KALIANLAH CAPTIONNYA

o - - - - - - - - - - - - - - - - -? https://t.co/mJbugfs2H4"
kikyristi,Sat Oct 21 03:43:16 +0000 2017,Lalala yeyeye? @ Universitas Negeri Semarang [UNNES] https://t.co/UU2njjtsbf
sarahnamanurung,Sat Oct 21 03:39:37 +0000 2017,At Lawang Sewu ? https://t.co/ePidYNmELL
Run_ee,Sat Oct 21 03:33:31 +0000 2017,With Irene and Andy at Lot28 ? https://t.co/K2xVn7wk2b
TM_Yuni99,Sat Oct 21 03:16:11 +0000 2017,At Fak. Farmasi Universitas Wahid Hasyim ? https://t.co/SZofAXJHTb
havishyaardhya,Sat Oct 21 03:15:05 +0000 2017,"Baru saja mengirim foto @ Sampokong , Gedungbatu , Semarang https://t.co/wG5Ib1U1Ou"
RieskaRA_,Sat Oct 21 03:09:28 +0000 2017,??? @ Lawang Sewu Semarang https://t.co/lf8Gt3HbdM
Stmdlfh,Sat Oct 21 03:05:54 +0000 2017,Hutan Jati Mati ?? @ Cagar Alam Darupono Kendal https://t.co/05PQWctslp
ayudyaSD,Sat Oct 21 03:00:20 +0000 2017,At Klinik Estetika ? https://t.co/0vM8cS4eGE
ayudyaSD,Sat Oct 21 03:00:20 +0000 2017,At Klinik Estetika ? https://t.co/0vM8cS4eGE
Oytes_Omotu,Sat Oct 21 02:57:11 +0000 2017,"Just relieve ma previous ride.
With debuota .

.
#strava
#relive 
#cycling
#semarang
#banyumanik? https://t.co/TraCJiMhG1"
tjoea,Sat Oct 21 02:55:24 +0000 2017,"Last day of #IndonesiaCareerExpo in #MGSetos, #Semarang ?? Come and visit us, create your own? https://t.co/qPg1kDydmd"
4metZ,Sat Oct 21 02:52:40 +0000 2017,"First Trip Location @ Pagoda Avalokitesvara,Vihara Buddhagaya-Watugong https://t.co/uNN2YKLt0C"
Suci_Alder,Sat Oct 21 02:52:37 +0000 2017,?Tidak sepatutnya seseorang merasa aman tentang dua hal : kesehatan? https://t.co/2NyrcMtcT2
Dhika2524,Sat Oct 21 02:51:29 +0000 2017,Oalah dafuck minta gimana to pak. #sistemtemukembaliinformasi @ Rumah Sakit Elisabeth Semarang https://t.co/3XVF1lPOD6
dgoreinnamah,Sat Oct 21 02:46:38 +0000 2017,"Dalam masyarakat Cina, merah menjadi warna favorit dan memiliki arti. Merah melambangkan? https://t.co/QgIryj4m2Q"
VeryWibawa,Sat Oct 21 02:35:00 +0000 2017,At Poltekkes Kemenkes Semarang ? https://t.co/T9xTwzt1Uw
sendhiagustina,Sat Oct 21 02:34:54 +0000 2017,Karena tidak semua rasa bisa terucapkan. @ Curugsewu https://t.co/pdahb9wAyi
RaRatihSamboja,Sat Oct 21 02:34:02 +0000 2017,"Don't skip healthy breakfast ?
-jangan lewatkan sarapan sehat-
.
.
.
diet pake ice cream yuk ?? https://t.co/StaknrfFsL"
AscaArdian,Sat Oct 21 02:14:55 +0000 2017,"Jika kau tidak tahu dimana tempat rezekimu berada, jangan khawatir,? https://t.co/RvLHC2AKy1"
Reginaaa_,Sat Oct 21 02:09:58 +0000 2017,"With Panca, Shinta, and Zulyanto at Starbucks Ahmad Yani International Airport (SRG) ? https://t.co/ofenWqwpcK"
RieskaRA_,Sat Oct 21 01:54:44 +0000 2017,With Farid and Imam at Lawang Sewu ? https://t.co/AuCv23W0LM
mbokrawitsmg,Sat Oct 21 01:51:33 +0000 2017,Luur monggo dimanfaatken kesempatan ini luur.... Promo menarik dari Mbok Rawit... All geprek? https://t.co/ytxMebtbk8
SemarangID,Sat Oct 21 01:48:26 +0000 2017,"temperature up 21?C -&gt; 31?C
humidity down 99% -&gt; 67%
wind 2kmh -&gt; 1kmh"
yosiepraja1,Sat Oct 21 01:42:27 +0000 2017,With yenny at Poltekes Semarang [pic] ? https://t.co/YRLzGtltsM
moc_salim,Sat Oct 21 01:37:34 +0000 2017,"Masukkan kemulut,Kelum, gigit pelan-pelan. #Keluarkandidalam #terasanikmat https://t.co/70OC7YbDxf"
ArjunZzfm,Sat Oct 21 01:36:52 +0000 2017,"Sunrise bromo 
Bukan foto dari google ??
Solo Traveller
.
.
.
#Balikpapantraveller #bromo? https://t.co/pqBawtVZFy"
rickyaguswibowo,Sat Oct 21 01:27:47 +0000 2017,At Swalayan Aneka Jaya Sambiroto ? https://t.co/UYKA3NOEql
watie_guptadi,Sat Oct 21 01:17:46 +0000 2017,At Great Wall of China [pic] ? https://t.co/3YeNeEdcK2
sayfullan,Sat Oct 21 01:12:38 +0000 2017,Sisa senyum tadi malam... Terima kasih buat yang stay tune dan ramein siaran buka buka buku? https://t.co/bQcsj7ObCB
yosiepraja1,Sat Oct 21 00:50:09 +0000 2017,With yenny at SPBU UNDIP Tembalang ? https://t.co/cJuvDUn5LL
izhayy,Sat Oct 21 00:35:28 +0000 2017,"Bawa ini ke Cozee club

Jl Durian Raya, Ruko Segitiga Emas Kavling 4, Banyumanik Semarang? https://t.co/blWlgVxPga"
BaksoSetannn,Sat Oct 21 00:30:37 +0000 2017,"#Repost @bintanganggun (get_repost)
???
Ngga melulu pegang ibu hamil lah.. Sekali kali megang? https://t.co/G7b3ETltzA"
willaswasty,Sat Oct 21 00:28:19 +0000 2017,"Donat on the weekend ???
.
.
.
.
.
.
.
#happyweekend #donat? https://t.co/fK3CnH2m5n"
drnyol,Sat Oct 21 00:27:53 +0000 2017,Mencoba rutin @ Waduk Jatibarang Gunungpati Semarang https://t.co/QeXDjx2HCu
aguslike_movie,Fri Oct 20 23:55:51 +0000 2017,"Trail Xtreme
???
.
.
.

#photos #smile #sunday #photography #semarang #green #landscape? https://t.co/UjIBMGajX2"
terstiervy,Fri Oct 20 23:31:31 +0000 2017,With Nicken ?? at @cfofficial [vid] ? https://t.co/j8CXPwTVvS
aburamiza,Fri Oct 20 23:30:10 +0000 2017,"katakanlah Jazakallohu khayran 
#ucapandiberikebaikan #jazakallohukhoiron @ Karangmanyar,? https://t.co/tCYRqaWeUS"
amccomb23,Fri Oct 20 23:02:52 +0000 2017,I think this is the right car? @ Spongebob AdventuRe https://t.co/c0NKtnmvIv
boykevh,Fri Oct 20 22:58:51 +0000 2017,"With Vega, Aliando beken, and 2 others at @srg_ap1 ? https://t.co/8SZtQrg7te"
ismiyunanda75,Fri Oct 20 22:57:11 +0000 2017,"Masih belum berani coba?
#superrotisemarang #rotibekatulberasmerah #rotisehat #rotidiet? https://t.co/URLYieEXpB"
FarisPongki,Fri Oct 20 22:50:49 +0000 2017,Backstage sekarang lebih gila dari sebelumnya ?? @ Universitas Negeri Semarang [UNNES] https://t.co/Xn6oVZOHso
shandy_ku,Fri Oct 20 22:47:47 +0000 2017,With citra at @srg_ap1 ? https://t.co/pslncKdisJ
SemarangID,Fri Oct 20 22:17:24 +0000 2017,"current weather in Semarang: clear sky, 21?C
99% humidity, wind 2kmh, pressure 976mb"
dagienkz,Fri Oct 20 22:15:03 +0000 2017,Dulu waktu orok bokul kasetnyah. Maren jadi fokalernyah. Soale om Jon kemaluannya lagi di gigit? https://t.co/sf1r5p9uQw
SemarangID,Fri Oct 20 22:13:50 +0000 2017,"Semarang: 5:14am: sunrise
sunset will be at 5:31pm"
melindaafn,Fri Oct 20 21:50:08 +0000 2017,With Fenty Dwi at Masjid Agung Jawa Tengah (MAJT) ? https://t.co/x3G9FRzIXH
astrid_ratna,Fri Oct 20 21:38:11 +0000 2017,"Just posted a photo @ Ungaran, Jawa Tengah, Indonesia https://t.co/4xJqUgEc0c"
astrid_ratna,Fri Oct 20 21:32:40 +0000 2017,"Happy birthday Mi......panjang umur, sehat terus nggih, sabar sama Astrid yaaah....love you? https://t.co/tovPiQ3r9B"
hafidhsyifa,Fri Oct 20 21:12:19 +0000 2017,"Day 20 something missing
.
.
.
.
#inktober?
#inktober2017?
#inktoberid? https://t.co/YnPMhyebdZ"
villa_zhipha,Fri Oct 20 20:17:27 +0000 2017,"Karakter : SITI
Story : CHANGE
Made by me @villa_zhipha 
Without erasering. Without editing.? https://t.co/s4CRA3zk0X"
AnggietWyka,Fri Oct 20 18:53:38 +0000 2017,At Best Camp AW.id ? https://t.co/KesCyyoxtX
tomhankz,Fri Oct 20 18:26:30 +0000 2017,At E-Plaza [pic] ? https://t.co/nvcPxBoZWI
